FacilityName,Latitude,Longitude,Classification,Category
Lifestyle Williamstown (Newport Park Leisure Centre),-37.844784,144.895244,Fitness / Gymnasium Workouts,Fitness Routines
Peyote Gym Williamstown,-37.859291,144.898802,Fitness / Gymnasium Workouts,Fitness Routines
Run With Me Fitness Club Altona,-37.865405,144.830678,Fitness / Gymnasium Workouts,Fitness Routines
Sweeney's Swim & Fitness Centre,-37.8655,144.831,Fitness / Gymnasium Workouts,Fitness Routines
Westgate Health and Fitness Club Altona North,-37.833056,144.825247,Fitness / Gymnasium Workouts,Fitness Routines
Horsham Aquatic Centre,-36.718763,142.20056,Fitness / Gymnasium Workouts,Fitness Routines
Fitness Arena,-37.642729,144.93232,Fitness / Gymnasium Workouts,Fitness Routines
Sunbury Aquatic and Leisure Centre,-37.575549,144.724605,Fitness / Gymnasium Workouts,Fitness Routines
Beechworth Squash and Fitness Centre,-36.366693,146.682768,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Cheltenham,-37.960408,145.055455,Fitness / Gymnasium Workouts,Fitness Routines
Beach House Health & Fitness Chelsea Heights,-38.037529,145.137083,Fitness / Gymnasium Workouts,Fitness Routines
Don Tatnell Leisure Centre,-37.990834,145.089748,Fitness / Gymnasium Workouts,Fitness Routines
Fitness is Fun,-37.993904,145.076483,Fitness / Gymnasium Workouts,Fitness Routines
Goodlife Health Club Chelsea Heights,-38.033153,145.134297,Fitness / Gymnasium Workouts,Fitness Routines
Kennedy's Health and Fitness,-38.042087,145.139786,Fitness / Gymnasium Workouts,Fitness Routines
Kimekai MMA,-38.042056,145.139181,Fitness / Gymnasium Workouts,Fitness Routines
Mordialloc Community Centre,-37.991215,145.091893,Fitness / Gymnasium Workouts,Fitness Routines
Waves Leisure Centre,-37.950974,145.056989,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Bayswater,-37.842701,145.266609,Fitness / Gymnasium Workouts,Fitness Routines
Curves Wantirna,-37.848438,145.246474,Fitness / Gymnasium Workouts,Fitness Routines
Knox Park Squash Centre,-37.84025,145.265138,Fitness / Gymnasium Workouts,Fitness Routines
Personal Best Fitness Centre,-37.83602,145.271846,Fitness / Gymnasium Workouts,Fitness Routines
Body and Soul Group Fitness Centre,-38.190521,146.539291,Fitness / Gymnasium Workouts,Fitness Routines
Curves Traralgon,-38.200353,146.535718,Fitness / Gymnasium Workouts,Fitness Routines
Latrobe Leisure Churchill,-38.31122,146.424084,Fitness / Gymnasium Workouts,Fitness Routines
Latrobe Leisure Moe/Newborough,-38.177475,146.293345,Fitness / Gymnasium Workouts,Fitness Routines
Traralgon Fun Fitness Centre,-38.190688,146.558518,Fitness / Gymnasium Workouts,Fitness Routines
Contours Express Gisborne,-37.486696,144.591,Fitness / Gymnasium Workouts,Fitness Routines
Kyneton Toyota Sports and Aquatic Centre,-37.248,144.4585,Fitness / Gymnasium Workouts,Fitness Routines
Aquarena,-37.773865,145.123387,Fitness / Gymnasium Workouts,Fitness Routines
Contours Doncaster,-37.789012,145.149702,Fitness / Gymnasium Workouts,Fitness Routines
Definition Fitness Centre,-37.776105,145.165123,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Bulleen,-37.767133,145.093037,Fitness / Gymnasium Workouts,Fitness Routines
Gracie Jiu-Jitsu Templestowe,-37.757265,145.1279,Fitness / Gymnasium Workouts,Fitness Routines
RivvaPT,-37.737468,145.22392,Fitness / Gymnasium Workouts,Fitness Routines
The Veneto Club,-37.772202,145.077675,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness West Footscray,-37.794398,144.86264,Fitness / Gymnasium Workouts,Fitness Routines
Crunch Fitness,-37.775697,144.886545,Fitness / Gymnasium Workouts,Fitness Routines
Derrimut 24/7 Gym,-37.780115,144.861437,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Women's Health Clubs,-37.819857,144.898548,Fitness / Gymnasium Workouts,Fitness Routines
Focus Health and Fitness Yarraville,-37.809801,144.899339,Fitness / Gymnasium Workouts,Fitness Routines
Fusion Martial Arts & Fitness,-37.821389,144.896175,Fitness / Gymnasium Workouts,Fitness Routines
Genesis Fitness Maidstone,-37.775649,144.880083,Fitness / Gymnasium Workouts,Fitness Routines
Maidstone Health Club,-37.780574,144.861354,Fitness / Gymnasium Workouts,Fitness Routines
Maribyrnong Aquatic Centre,-37.7768,144.886664,Fitness / Gymnasium Workouts,Fitness Routines
RecWest Braybrook,-37.78359,144.848733,Fitness / Gymnasium Workouts,Fitness Routines
RecWest Footscray,-37.795598,144.879866,Fitness / Gymnasium Workouts,Fitness Routines
United Force Gymnasium,-37.796787,144.873101,Fitness / Gymnasium Workouts,Fitness Routines
Zoo Fitness - Braybrook,-37.780523,144.861096,Fitness / Gymnasium Workouts,Fitness Routines
CrossFit Ringwood,-37.81478,145.222784,Fitness / Gymnasium Workouts,Fitness Routines
Active Melbourne City Sports,-37.81847,144.947109,Fitness / Gymnasium Workouts,Fitness Routines
Corporate Fitness Club,-37.817507,144.963621,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Women's Health Club,-37.81923,144.958126,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First Melbourne CBD Bourke St,-37.814466,144.96356,Fitness / Gymnasium Workouts,Fitness Routines
South Pacific Health Club Melbourne CBD,-37.815667,144.957512,Fitness / Gymnasium Workouts,Fitness Routines
Body Style World of Health & Fitness,-37.685,144.581,Fitness / Gymnasium Workouts,Fitness Routines
Contours Caroline Springs Fitness Studio,-37.732122,144.741538,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Women's Health Clubs,-37.683773,144.57879,Fitness / Gymnasium Workouts,Fitness Routines
Genisis Melton,-37.701046,144.564534,Fitness / Gymnasium Workouts,Fitness Routines
Healthy Inspirations Melton,-37.684,144.5945,Fitness / Gymnasium Workouts,Fitness Routines
Inch by Inch Body Toning,-37.700161,144.578936,Fitness / Gymnasium Workouts,Fitness Routines
Melton Indoor Sports Stadium,-37.681499,144.567827,Fitness / Gymnasium Workouts,Fitness Routines
Melton Waves Leisure Centre,-37.678426,144.570107,Fitness / Gymnasium Workouts,Fitness Routines
Obsessed with Fitness,-37.771128,144.754312,Fitness / Gymnasium Workouts,Fitness Routines
Re-Creation Health Club,-37.733,144.7415,Fitness / Gymnasium Workouts,Fitness Routines
Club Aquarius,-34.190101,142.171268,Fitness / Gymnasium Workouts,Fitness Routines
Fit Mildura,-34.218803,142.149257,Fitness / Gymnasium Workouts,Fitness Routines
Fitness Master,-34.187,142.1665,Fitness / Gymnasium Workouts,Fitness Routines
Mildura Waves Aquatic & Leisure Centre,-34.191855,142.157608,Fitness / Gymnasium Workouts,Fitness Routines
Numurkah Aquatic & Fitness Centre,-36.096993,145.44205,Fitness / Gymnasium Workouts,Fitness Routines
Back2Base Health & Fitness,-37.867916,145.137746,Fitness / Gymnasium Workouts,Fitness Routines
Body Toning 4 U,-37.878357,145.128881,Fitness / Gymnasium Workouts,Fitness Routines
Challenge Fitness Centre,-37.901764,145.092321,Fitness / Gymnasium Workouts,Fitness Routines
Clayton Aquatics and Health Club,-37.927146,145.118107,Fitness / Gymnasium Workouts,Fitness Routines
Curves Mt Waverley,-37.878242,145.128901,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Clayton,-37.9217,145.137,Fitness / Gymnasium Workouts,Fitness Routines
Fitness Central,-37.872432,145.147259,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First,-37.876646,145.148006,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First - Malvern Valley,-37.87708,145.083199,Fitness / Gymnasium Workouts,Fitness Routines
Monash Aquatic & Recreation Centre,-37.888923,145.155532,Fitness / Gymnasium Workouts,Fitness Routines
Monash Uni Doug Ellis Swimming Pool,-37.912047,145.138854,Fitness / Gymnasium Workouts,Fitness Routines
Next Level Fitness HQ,-37.930062,145.134576,Fitness / Gymnasium Workouts,Fitness Routines
Zap Fitness Clayton,-37.909935,145.118863,Fitness / Gymnasium Workouts,Fitness Routines
Doutta Galla Yoga Studio,-37.775445,144.928761,Fitness / Gymnasium Workouts,Fitness Routines
Listen To Your Body - Moonee Ponds,-37.765069,144.919971,Fitness / Gymnasium Workouts,Fitness Routines
Natural Muscle,-37.774717,144.928041,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Brunswick,-37.766163,144.958773,Fitness / Gymnasium Workouts,Fitness Routines
Fighting Arts Fitness Centre,-37.706243,144.917243,Fitness / Gymnasium Workouts,Fitness Routines
Powerplay Gym,-37.758271,144.974742,Fitness / Gymnasium Workouts,Fitness Routines
Adrenalin Gym & Fitness,-38.236638,145.063501,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Somerville,-38.22304,145.169419,Fitness / Gymnasium Workouts,Fitness Routines
Body of Health Fitness & Recreation,-38.224704,145.048,Fitness / Gymnasium Workouts,Fitness Routines
Bruno's Gym,-38.379389,144.886355,Fitness / Gymnasium Workouts,Fitness Routines
Contours Hastings ,-38.307972,145.188542,Fitness / Gymnasium Workouts,Fitness Routines
Contours Mornington,-38.219084,145.06187,Fitness / Gymnasium Workouts,Fitness Routines
Curves Beaconsfield,-38.22446,145.170086,Fitness / Gymnasium Workouts,Fitness Routines
Curves Mornington,-38.218722,145.062326,Fitness / Gymnasium Workouts,Fitness Routines
Curves Rosebud,-38.354329,144.910976,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Mornington,-38.218401,145.060042,Fitness / Gymnasium Workouts,Fitness Routines
Pelican Park Recreation Centre,-38.308092,145.196555,Fitness / Gymnasium Workouts,Fitness Routines
Everyone Health and Fitness,-37.0645,144.218,Fitness / Gymnasium Workouts,Fitness Routines
Life Cycle Gymnasium,-37.084703,144.272087,Fitness / Gymnasium Workouts,Fitness Routines
Belfast Aquatics,-38.38801,142.234885,Fitness / Gymnasium Workouts,Fitness Routines
Alexandra Community Leisure Centre,-37.193387,145.700477,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Diamond Creek,-37.673852,145.1603,Fitness / Gymnasium Workouts,Fitness Routines
Balance Gymnastics & Fitness,-37.69913,145.186761,Fitness / Gymnasium Workouts,Fitness Routines
Contours Diamond Creek,-37.672734,145.149096,Fitness / Gymnasium Workouts,Fitness Routines
Curves,-37.672766,145.151795,Fitness / Gymnasium Workouts,Fitness Routines
Diamond Creek Community Centre,-37.674475,145.155899,Fitness / Gymnasium Workouts,Fitness Routines
Mickey's Fitness,-37.698766,145.185437,Fitness / Gymnasium Workouts,Fitness Routines
Powertone Wellness Studio,-37.721535,145.145295,Fitness / Gymnasium Workouts,Fitness Routines
The Ridge Health Club,-37.720441,145.138108,Fitness / Gymnasium Workouts,Fitness Routines
St Kilda Police & Citizens Youth Club,-37.865218,144.989122,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First - Leongatha,-38.478084,145.943859,Fitness / Gymnasium Workouts,Fitness Routines
Hamilton Indoor Leisure & Aquatic Centre,-37.732146,142.017872,Fitness / Gymnasium Workouts,Fitness Routines
Curves Toorak,-37.841618,145.009214,Fitness / Gymnasium Workouts,Fitness Routines
Domain Health Prahran,-37.848477,145.005189,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First,-37.845225,144.99467,Fitness / Gymnasium Workouts,Fitness Routines
Fitness HQ,-37.840872,145.009989,Fitness / Gymnasium Workouts,Fitness Routines
Kooyong Lawn Tennis Club,-37.838844,145.029607,Fitness / Gymnasium Workouts,Fitness Routines
MaxxFit Performance Training,-37.852113,145.036155,Fitness / Gymnasium Workouts,Fitness Routines
Royal South Yarra Tennis Courts,-37.835382,145.005879,Fitness / Gymnasium Workouts,Fitness Routines
Snap Fitness Armadale,-37.854622,145.012349,Fitness / Gymnasium Workouts,Fitness Routines
South Pacific Health Club - Malvern East,-37.874071,145.038909,Fitness / Gymnasium Workouts,Fitness Routines
South Yarra Sports Centre ,-37.836983,144.995195,Fitness / Gymnasium Workouts,Fitness Routines
Great Ocean Fitness,-38.334245,144.309227,Fitness / Gymnasium Workouts,Fitness Routines
Jetts Fitness Torquay,-38.331439,144.32095,Fitness / Gymnasium Workouts,Fitness Routines
Torquay Coastal Boxing & Fitness Family Gym,-38.32707,144.31515,Fitness / Gymnasium Workouts,Fitness Routines
Curves Swan Hill,-35.332338,143.548377,Fitness / Gymnasium Workouts,Fitness Routines
Voyage Fitness Swan Hill,-35.337425,143.559342,Fitness / Gymnasium Workouts,Fitness Routines
Action Fitness Centre ,-38.368489,142.493713,Fitness / Gymnasium Workouts,Fitness Routines
Adrenalin Martial Arts,-38.378146,142.48128,Fitness / Gymnasium Workouts,Fitness Routines
Aquazone,-38.373972,142.487956,Fitness / Gymnasium Workouts,Fitness Routines
Body Blitzer Fitness Centre,-38.366511,142.460197,Fitness / Gymnasium Workouts,Fitness Routines
Curves Warrnambool,-38.382695,142.480982,Fitness / Gymnasium Workouts,Fitness Routines
logans Beach Spa & Fitness,-38.401034,142.517923,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Sale,-38.105426,147.067981,Fitness / Gymnasium Workouts,Fitness Routines
O.A. Ruff Sports Stadium,-38.104943,147.079442,Fitness / Gymnasium Workouts,Fitness Routines
Advantage Health & Fitness,-37.840231,145.138889,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness,-37.815908,145.193752,Fitness / Gymnasium Workouts,Fitness Routines
Aqualink Box Hill,-37.826162,145.117616,Fitness / Gymnasium Workouts,Fitness Routines
Aqualink Nunawading,-37.837027,145.175526,Fitness / Gymnasium Workouts,Fitness Routines
Contours Express Mitcham,-37.815794,145.19282,Fitness / Gymnasium Workouts,Fitness Routines
Curves Blackburn,-37.819893,145.152757,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Women's Health Club Mitcham,-37.81631,145.196583,Fitness / Gymnasium Workouts,Fitness Routines
Healthways Recreation Centre,-37.808888,145.108805,Fitness / Gymnasium Workouts,Fitness Routines
Snap Fitness Vermont South,-37.855714,145.180138,Fitness / Gymnasium Workouts,Fitness Routines
Genesis Fitness Club Bundoora,-37.682711,145.073338,Fitness / Gymnasium Workouts,Fitness Routines
Leisure City Epping,-37.647829,145.018148,Fitness / Gymnasium Workouts,Fitness Routines
Wodonga Sports & Leisure Centre (YMCA),-36.127759,146.861798,Fitness / Gymnasium Workouts,Fitness Routines
BoxingFit Hoppers Crossing,-37.869807,144.719874,Fitness / Gymnasium Workouts,Fitness Routines
Victorian University Fitness Centres,-37.87829,144.680757,Fitness / Gymnasium Workouts,Fitness Routines
All Seasons Personal Fitness,-37.817479,144.991239,Fitness / Gymnasium Workouts,Fitness Routines
Andrew Baxter Body Concepts Studio ,-37.826115,144.990736,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Alphington,-37.780993,145.031394,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Richmond,-37.820398,145.003818,Fitness / Gymnasium Workouts,Fitness Routines
Australian Institute of Fitness,-37.824922,144.998156,Fitness / Gymnasium Workouts,Fitness Routines
Balance & Control Pilates Studio,-37.811511,145.007549,Fitness / Gymnasium Workouts,Fitness Routines
Collingwood Housing Estate Gymnasium ,-37.80287,144.992863,Fitness / Gymnasium Workouts,Fitness Routines
Collingwood Leisure Centre,-37.787996,144.994351,Fitness / Gymnasium Workouts,Fitness Routines
CrossFit Richmond,-37.818162,145.00958,Fitness / Gymnasium Workouts,Fitness Routines
CrossFit Victoria,-37.79594,144.97753,Fitness / Gymnasium Workouts,Fitness Routines
CrossFit Victoria,-37.795964,144.977608,Fitness / Gymnasium Workouts,Fitness Routines
Curves North Fitzroy,-37.78209,144.985022,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood - Carlton,-37.795584,144.974952,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Carlton,-37.795621,144.975108,Fitness / Gymnasium Workouts,Fitness Routines
Fitness 24 Hours,-37.79809,144.979215,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First,-37.82937,144.9964,Fitness / Gymnasium Workouts,Fitness Routines
Fitzroy Swimming Pool,-37.7939,144.9809,Fitness / Gymnasium Workouts,Fitness Routines
Richmond Recreation Centre,-37.817218,145.000351,Fitness / Gymnasium Workouts,Fitness Routines
Richmond Recreation Centre,-37.817688,145.002381,Fitness / Gymnasium Workouts,Fitness Routines
Zap Fitness Richmond,-37.819201,145.007592,Fitness / Gymnasium Workouts,Fitness Routines
Curves  Lilydale,-37.74833,145.349077,Fitness / Gymnasium Workouts,Fitness Routines
Curves Kilsyth,-37.802677,145.316372,Fitness / Gymnasium Workouts,Fitness Routines
Female Gym Chirnside Park,-37.767272,145.302566,Fitness / Gymnasium Workouts,Fitness Routines
Fit Chirnside park,-37.766357,145.305667,Fitness / Gymnasium Workouts,Fitness Routines
Fit Gym ,-37.786307,145.378829,Fitness / Gymnasium Workouts,Fitness Routines
Goodlife Mooroolbark,-37.788068,145.311061,Fitness / Gymnasium Workouts,Fitness Routines
Bright Bowls Club,-36.731007,146.969729,Lawn Bowls,Organized Sports
Bright Bowls Club,-36.731007,146.969729,Lawn Bowls,Social Sports
Dederang Bowls Club,-36.476276,147.021519,Lawn Bowls,Organized Sports
Dederang Bowls Club,-36.476276,147.021519,Lawn Bowls,Social Sports
Myrtleford Bowls Club,-36.56297,146.72498,Lawn Bowls,Organized Sports
Myrtleford Bowls Club,-36.56297,146.72498,Lawn Bowls,Social Sports
Tawonga Bowls Club,-36.698664,147.143918,Lawn Bowls,Organized Sports
Tawonga Bowls Club,-36.698664,147.143918,Lawn Bowls,Social Sports
Aradale Bowls Club,-37.276349,142.958473,Lawn Bowls,Organized Sports
Aradale Bowls Club,-37.276349,142.958473,Lawn Bowls,Social Sports
Ararat Bowls,-37.281886,142.93024,Lawn Bowls,Organized Sports
Ararat Bowls,-37.281886,142.93024,Lawn Bowls,Social Sports
Ararat VRI Bowls Club,-37.279948,142.933877,Lawn Bowls,Organized Sports
Ararat VRI Bowls Club,-37.279948,142.933877,Lawn Bowls,Social Sports
Chalambar Bowls & Golf Club,-37.269793,142.909362,Lawn Bowls,Organized Sports
Chalambar Bowls & Golf Club,-37.269793,142.909362,Lawn Bowls,Social Sports
Lake Bolac & District Bowling Club,-37.720296,142.842156,Lawn Bowls,Organized Sports
Lake Bolac & District Bowling Club,-37.720296,142.842156,Lawn Bowls,Social Sports
Willaura Bowls Club,-37.546223,142.744596,Lawn Bowls,Organized Sports
Willaura Bowls Club,-37.546223,142.744596,Lawn Bowls,Social Sports
Ballarat Bowling Club,-37.556997,143.863806,Lawn Bowls,Organized Sports
Ballarat Bowling Club,-37.556997,143.863806,Lawn Bowls,Social Sports
Ballarat East Bowling Club,-37.572992,143.861682,Lawn Bowls,Organized Sports
Ballarat East Bowling Club,-37.572992,143.861682,Lawn Bowls,Social Sports
Ballarat Memorial Bowling Club,-37.554258,143.800463,Lawn Bowls,Organized Sports
Ballarat Memorial Bowling Club,-37.554258,143.800463,Lawn Bowls,Social Sports
Ballarat North Bowling Club,-37.545093,143.858595,Lawn Bowls,Organized Sports
Ballarat North Bowling Club,-37.545093,143.858595,Lawn Bowls,Social Sports
Buninyong Bowling Club,-37.652787,143.885981,Lawn Bowls,Organized Sports
Buninyong Bowling Club,-37.652787,143.885981,Lawn Bowls,Social Sports
Central Wendouree Bowling Club,-37.542495,143.835769,Lawn Bowls,Organized Sports
Central Wendouree Bowling Club,-37.542495,143.835769,Lawn Bowls,Social Sports
City Bowling Club,-37.5646,143.839889,Lawn Bowls,Organized Sports
City Bowling Club,-37.5646,143.839889,Lawn Bowls,Social Sports
City Oval Bowling Club,-37.559138,143.837172,Lawn Bowls,Organized Sports
City Oval Bowling Club,-37.559138,143.837172,Lawn Bowls,Social Sports
Invermay Bowling Club,-37.522275,143.873281,Lawn Bowls,Organized Sports
Invermay Bowling Club,-37.522275,143.873281,Lawn Bowls,Social Sports
Learmonth Bowling Club,-37.42342,143.714907,Lawn Bowls,Organized Sports
Learmonth Bowling Club,-37.42342,143.714907,Lawn Bowls,Social Sports
Midlands Golf Course,-37.527874,143.856983,Lawn Bowls,Organized Sports
Midlands Golf Course,-37.527874,143.856983,Lawn Bowls,Social Sports
Mount Xavier Golf Course,-37.562836,143.903691,Lawn Bowls,Organized Sports
Mount Xavier Golf Course,-37.562836,143.903691,Lawn Bowls,Social Sports
Sebastopol Bowling Club,-37.60027,143.842116,Lawn Bowls,Organized Sports
Sebastopol Bowling Club,-37.60027,143.842116,Lawn Bowls,Social Sports
Victoria Bowling Club,-37.558452,143.882306,Lawn Bowls,Organized Sports
Victoria Bowling Club,-37.558452,143.882306,Lawn Bowls,Social Sports
Webbcona Bowling Club,-37.528303,143.840312,Lawn Bowls,Organized Sports
Webbcona Bowling Club,-37.528303,143.840312,Lawn Bowls,Social Sports
City of Heidleberg Bowling Club ,-37.754991,145.062012,Lawn Bowls,Organized Sports
City of Heidleberg Bowling Club ,-37.754991,145.062012,Lawn Bowls,Social Sports
De Winton Park,-37.746418,145.067919,Lawn Bowls,Organized Sports
De Winton Park,-37.746418,145.067919,Lawn Bowls,Social Sports
Heidelberg Golf Club,-37.730757,145.110374,Lawn Bowls,Organized Sports
Heidelberg Golf Club,-37.730757,145.110374,Lawn Bowls,Social Sports
John Street Reserve,-37.770918,145.043779,Lawn Bowls,Organized Sports
John Street Reserve,-37.770918,145.043779,Lawn Bowls,Social Sports
Petrie Park,-37.717216,145.125934,Lawn Bowls,Organized Sports
Petrie Park,-37.717216,145.125934,Lawn Bowls,Social Sports
Corinella Tennis and Bowls Club,-38.413097,145.433028,Lawn Bowls,Organized Sports
Corinella Tennis and Bowls Club,-38.413097,145.433028,Lawn Bowls,Social Sports
Inverloch Bowling Club,-38.635349,145.732649,Lawn Bowls,Organized Sports
Inverloch Bowling Club,-38.635349,145.732649,Lawn Bowls,Social Sports
Phillip Island Bowling Club,-38.453623,145.248716,Lawn Bowls,Organized Sports
Phillip Island Bowling Club,-38.453623,145.248716,Lawn Bowls,Social Sports
San Remo Recreation Reserve,-38.523713,145.369858,Lawn Bowls,Organized Sports
San Remo Recreation Reserve,-38.523713,145.369858,Lawn Bowls,Social Sports
Wonthaggi Bowls Club,-38.607282,145.587999,Lawn Bowls,Organized Sports
Wonthaggi Bowls Club,-38.607282,145.587999,Lawn Bowls,Social Sports
Drouin Bowling Club,-38.138102,145.85972,Lawn Bowls,Organized Sports
Drouin Bowling Club,-38.138102,145.85972,Lawn Bowls,Social Sports
Longwarry Bowls Club Inc.,-38.113247,145.767998,Lawn Bowls,Organized Sports
Longwarry Bowls Club Inc.,-38.113247,145.767998,Lawn Bowls,Social Sports
Neerim District Bowling Club,-38.023999,145.954523,Lawn Bowls,Organized Sports
Neerim District Bowling Club,-38.023999,145.954523,Lawn Bowls,Social Sports
Thorpdale & District Bowling Club Inc,-38.285929,146.174068,Lawn Bowls,Organized Sports
Thorpdale & District Bowling Club Inc,-38.285929,146.174068,Lawn Bowls,Social Sports
Trafalgar Bowls Club Inc,-38.205923,146.151939,Lawn Bowls,Organized Sports
Trafalgar Bowls Club Inc,-38.205923,146.151939,Lawn Bowls,Social Sports
Trafalgar Park Bowls Club,-38.211791,146.152298,Lawn Bowls,Organized Sports
Trafalgar Park Bowls Club,-38.211791,146.152298,Lawn Bowls,Social Sports
Yarragon Bowling Club Inc,-38.202945,146.06785,Lawn Bowls,Organized Sports
Yarragon Bowling Club Inc,-38.202945,146.06785,Lawn Bowls,Social Sports
Black Rock Bowling Club,-37.965687,145.019631,Lawn Bowls,Organized Sports
Black Rock Bowling Club,-37.965687,145.019631,Lawn Bowls,Social Sports
Brighton Beach Oval,-37.928371,144.990557,Lawn Bowls,Organized Sports
Brighton Beach Oval,-37.928371,144.990557,Lawn Bowls,Social Sports
Brighton Bowls Club,-37.913204,144.989225,Lawn Bowls,Organized Sports
Brighton Bowls Club,-37.913204,144.989225,Lawn Bowls,Social Sports
Dendy Park,-37.925092,145.02322,Lawn Bowls,Organized Sports
Dendy Park,-37.925092,145.02322,Lawn Bowls,Social Sports
Easternwick Park Recreation Oval,-37.884783,144.99379,Lawn Bowls,Organized Sports
Easternwick Park Recreation Oval,-37.884783,144.99379,Lawn Bowls,Social Sports
F L Yott Reserve,-37.991231,145.038711,Lawn Bowls,Organized Sports
F L Yott Reserve,-37.991231,145.038711,Lawn Bowls,Social Sports
Hampton Bowls Club,-37.937635,145.0151,Lawn Bowls,Organized Sports
Hampton Bowls Club,-37.937635,145.0151,Lawn Bowls,Social Sports
Hampton R.S.L Bowling Club,-37.932318,144.996143,Lawn Bowls,Organized Sports
Hampton R.S.L Bowling Club,-37.932318,144.996143,Lawn Bowls,Social Sports
Highett Bowls Club,-37.95219,145.04382,Lawn Bowls,Organized Sports
Highett Bowls Club,-37.95219,145.04382,Lawn Bowls,Social Sports
Royal Melbourne Golf Club,-37.970892,145.030318,Lawn Bowls,Organized Sports
Royal Melbourne Golf Club,-37.970892,145.030318,Lawn Bowls,Social Sports
Sandringham Bowls Club,-37.962034,145.022221,Lawn Bowls,Organized Sports
Sandringham Bowls Club,-37.962034,145.022221,Lawn Bowls,Social Sports
Benalla Bowls Club,-36.552111,145.975998,Lawn Bowls,Organized Sports
Benalla Bowls Club,-36.552111,145.975998,Lawn Bowls,Social Sports
Moira Benalla Bowls Club,-36.547649,145.979421,Lawn Bowls,Organized Sports
Moira Benalla Bowls Club,-36.547649,145.979421,Lawn Bowls,Social Sports
Swanpool Bowling Club,-36.74679,146.000549,Lawn Bowls,Organized Sports
Swanpool Bowling Club,-36.74679,146.000549,Lawn Bowls,Social Sports
Bendigo and District Family Equestrian Malone Park,-36.738,144.138,Lawn Bowls,Organized Sports
Bendigo and District Family Equestrian Malone Park,-36.738,144.138,Lawn Bowls,Social Sports
Bendigo Bowling Club,-36.754281,144.277976,Lawn Bowls,Organized Sports
Bendigo Bowling Club,-36.754281,144.277976,Lawn Bowls,Social Sports
Bendigo East Bowling Club,-36.754391,144.295882,Lawn Bowls,Organized Sports
Bendigo East Bowling Club,-36.754391,144.295882,Lawn Bowls,Social Sports
Bendigo Golf Bowling Club,-36.713835,144.323065,Lawn Bowls,Organized Sports
Bendigo Golf Bowling Club,-36.713835,144.323065,Lawn Bowls,Social Sports
Bendigo VRI Bowling Club,-36.764412,144.283478,Lawn Bowls,Organized Sports
Bendigo VRI Bowling Club,-36.764412,144.283478,Lawn Bowls,Social Sports
Eaglehawk Bowling Club,-36.714178,144.253525,Lawn Bowls,Organized Sports
Eaglehawk Bowling Club,-36.714178,144.253525,Lawn Bowls,Social Sports
Elmore Bowls Club,-36.491088,144.606771,Lawn Bowls,Organized Sports
Elmore Bowls Club,-36.491088,144.606771,Lawn Bowls,Social Sports
Heathcote Bowling Club,-36.921576,144.710448,Lawn Bowls,Organized Sports
Heathcote Bowling Club,-36.921576,144.710448,Lawn Bowls,Social Sports
Kangaroo Flat Bowling Club,-36.7939,144.240426,Lawn Bowls,Organized Sports
Kangaroo Flat Bowling Club,-36.7939,144.240426,Lawn Bowls,Social Sports
Lockwood South Bowling Club,-36.836185,144.155452,Lawn Bowls,Organized Sports
Lockwood South Bowling Club,-36.836185,144.155452,Lawn Bowls,Social Sports
Marong Bowling Club,-36.738172,144.136133,Lawn Bowls,Organized Sports
Marong Bowling Club,-36.738172,144.136133,Lawn Bowls,Social Sports
North Bendigo Bowling Club,-36.744,144.274,Lawn Bowls,Organized Sports
North Bendigo Bowling Club,-36.744,144.274,Lawn Bowls,Social Sports
Strathfieldsaye Bowling Club,-36.802343,144.353249,Lawn Bowls,Organized Sports
Strathfieldsaye Bowling Club,-36.802343,144.353249,Lawn Bowls,Social Sports
White Hills Bowls Club,-36.7286,144.308077,Lawn Bowls,Organized Sports
White Hills Bowls Club,-36.7286,144.308077,Lawn Bowls,Social Sports
