FacilityName,Latitude,Longitude,Classification,Category
Electra Reserve,-37.869427,145.109264,Croquet,Team Sports
Electra Reserve,-37.869427,145.109264,Croquet,Low-Stress Hobbies
Essendon Cricket Ground,-37.751978,144.919345,Croquet,Team Sports
Essendon Cricket Ground,-37.751978,144.919345,Croquet,Low-Stress Hobbies
Brunswick Malletsports Club,-37.764748,144.951992,Croquet,Team Sports
Brunswick Malletsports Club,-37.764748,144.951992,Croquet,Low-Stress Hobbies
Civic Reserve,-38.239039,145.052192,Croquet,Team Sports
Civic Reserve,-38.239039,145.052192,Croquet,Low-Stress Hobbies
Castlemaine Bowling Club,-37.059729,144.21896,Croquet,Team Sports
Castlemaine Bowling Club,-37.059729,144.21896,Croquet,Low-Stress Hobbies
Maldon Croquet Club,-36.996508,144.067572,Croquet,Team Sports
Maldon Croquet Club,-36.996508,144.067572,Croquet,Low-Stress Hobbies
Newstead Bowling Club,-37.105535,144.060983,Croquet,Team Sports
Newstead Bowling Club,-37.105535,144.060983,Croquet,Low-Stress Hobbies
Koroit Recreation Reserve,-38.296361,142.367803,Croquet,Team Sports
Koroit Recreation Reserve,-38.296361,142.367803,Croquet,Low-Stress Hobbies
Elwood Reserve,-37.889417,144.986586,Croquet,Team Sports
Elwood Reserve,-37.889417,144.986586,Croquet,Low-Stress Hobbies
Mooroopna Recreation Reserve,-36.393607,145.351019,Croquet,Team Sports
Mooroopna Recreation Reserve,-36.393607,145.351019,Croquet,Low-Stress Hobbies
Shepparton RSL Bowling Club,-36.385909,145.397486,Croquet,Team Sports
Shepparton RSL Bowling Club,-36.385909,145.397486,Croquet,Low-Stress Hobbies
Korumburra Bowls/Tennis Club,-38.429165,145.819467,Croquet,Team Sports
Korumburra Bowls/Tennis Club,-38.429165,145.819467,Croquet,Low-Stress Hobbies
Hamilton Croquet Club,-37.748843,142.023504,Croquet,Team Sports
Hamilton Croquet Club,-37.748843,142.023504,Croquet,Low-Stress Hobbies
Euroa Bowling Club,-36.749764,145.574052,Croquet,Team Sports
Euroa Bowling Club,-36.749764,145.574052,Croquet,Low-Stress Hobbies
Nagambie Croquet Club,-36.785457,145.155677,Croquet,Team Sports
Nagambie Croquet Club,-36.785457,145.155677,Croquet,Low-Stress Hobbies
Ken Harrison Reserve,-35.350772,143.539884,Croquet,Team Sports
Ken Harrison Reserve,-35.350772,143.539884,Croquet,Low-Stress Hobbies
Wangaratta Croquet Club,-36.362528,146.318536,Croquet,Team Sports
Wangaratta Croquet Club,-36.362528,146.318536,Croquet,Low-Stress Hobbies
Albert Park,-38.38192,142.500048,Croquet,Team Sports
Albert Park,-38.38192,142.500048,Croquet,Low-Stress Hobbies
Maffra Croquet Club,-37.963302,146.978965,Croquet,Team Sports
Maffra Croquet Club,-37.963302,146.978965,Croquet,Low-Stress Hobbies
Stephenson Park,-38.1171,147.077958,Croquet,Team Sports
Stephenson Park,-38.1171,147.077958,Croquet,Low-Stress Hobbies
Kaniva Bowling & Croquet Club,-36.380345,141.241234,Croquet,Team Sports
Kaniva Bowling & Croquet Club,-36.380345,141.241234,Croquet,Low-Stress Hobbies
Kelly Park,-36.120978,146.868766,Croquet,Team Sports
Kelly Park,-36.120978,146.868766,Croquet,Low-Stress Hobbies
Beulah Bowls Club,-35.943665,142.417869,Croquet,Team Sports
Beulah Bowls Club,-35.943665,142.417869,Croquet,Low-Stress Hobbies
Warracknabeal Bowling Club,-36.250594,142.389689,Croquet,Team Sports
Warracknabeal Bowling Club,-36.250594,142.389689,Croquet,Low-Stress Hobbies
Deer Park Hall,-37.773404,144.774682,Dancing,Dancing
Glengala Community Centre,-37.790274,144.816638,Dancing,Dancing
Old Shire Hall,-37.719093,144.833525,Dancing,Dancing
St Albans Community Youth Club,-37.745952,144.815068,Dancing,Dancing
Urban Force Studio,-37.740183,144.8272,Dancing,Dancing
Westvale Community Centre,-37.737296,144.780034,Dancing,Dancing
Navel Gazers Belly Dance,-37.872974,145.025128,Dancing,Dancing
Smythesdale (Woady Yaloak) Recreation Reserve,-37.64325,143.68236,Dancing,Dancing
Bright Sports Centre,-36.728695,146.958053,Fitness / Gymnasium Workouts,Fitness Routines
Ararat Rural City Recreation and Aquatics Centre,-37.28209,142.932911,Fitness / Gymnasium Workouts,Fitness Routines
4U Health and Fitness,-37.546259,143.868684,Fitness / Gymnasium Workouts,Fitness Routines
Ballarat Aquatic Centre,-37.551132,143.818928,Fitness / Gymnasium Workouts,Fitness Routines
ACE Aerobics ,-37.76643,145.044021,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Greensborough,-37.702516,145.102782,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Heidelberg,-37.75609,145.064412,Fitness / Gymnasium Workouts,Fitness Routines
Banyule Netball Stadium,-37.724356,145.070395,Fitness / Gymnasium Workouts,Fitness Routines
Bodytone ,-37.714423,145.105637,Fitness / Gymnasium Workouts,Fitness Routines
Contours Bundoora,-37.705663,145.054772,Fitness / Gymnasium Workouts,Fitness Routines
Contours Ivanhoe,-37.768672,145.042375,Fitness / Gymnasium Workouts,Fitness Routines
Contours Montmorency,-37.716902,145.120829,Fitness / Gymnasium Workouts,Fitness Routines
Curves Bundoora,-37.694378,145.060169,Fitness / Gymnasium Workouts,Fitness Routines
Curves Greensborough,-37.711743,145.093652,Fitness / Gymnasium Workouts,Fitness Routines
F.I.T,-37.756312,145.069229,Fitness / Gymnasium Workouts,Fitness Routines
Gym on Grimshaw,-37.702087,145.071402,Fitness / Gymnasium Workouts,Fitness Routines
Ivanhoe Aquatic & Fitness Centre,-37.76226,145.043423,Fitness / Gymnasium Workouts,Fitness Routines
Jetts Fitness Bundoora,-37.699165,145.059327,Fitness / Gymnasium Workouts,Fitness Routines
Living Well Yoga and Health,-37.756854,145.065173,Fitness / Gymnasium Workouts,Fitness Routines
Macleod YMCA,-37.724525,145.068352,Fitness / Gymnasium Workouts,Fitness Routines
Olympic Leisure Centre,-37.740147,145.040629,Fitness / Gymnasium Workouts,Fitness Routines
Take2 Fitness For Women,-37.743578,145.065542,Fitness / Gymnasium Workouts,Fitness Routines
The Rusty Barbell ,-37.749991,145.042789,Fitness / Gymnasium Workouts,Fitness Routines
WaterMarc,-37.704373,145.104566,Fitness / Gymnasium Workouts,Fitness Routines
Yarra Swim School,-37.714402,145.097399,Fitness / Gymnasium Workouts,Fitness Routines
Phillip Island leisure Centre,-38.452373,145.24571,Fitness / Gymnasium Workouts,Fitness Routines
Braha Martial Arts & Fitness Centre,-38.157426,145.930786,Fitness / Gymnasium Workouts,Fitness Routines
Curves Moe,-38.177637,146.260925,Fitness / Gymnasium Workouts,Fitness Routines
Feel Good Fitness,-38.161673,145.955081,Fitness / Gymnasium Workouts,Fitness Routines
Fitness 101,-38.161778,145.940645,Fitness / Gymnasium Workouts,Fitness Routines
Warragul Leisure Centre,-38.16645,145.927108,Fitness / Gymnasium Workouts,Fitness Routines
Body Focus Personal Training,-37.985739,145.035178,Fitness / Gymnasium Workouts,Fitness Routines
Bustamove Health & Fitness,-37.975858,145.017226,Fitness / Gymnasium Workouts,Fitness Routines
Contours Beaumaris,-37.98531,145.035107,Fitness / Gymnasium Workouts,Fitness Routines
Contours Brighton,-37.915455,144.996888,Fitness / Gymnasium Workouts,Fitness Routines
CoreWorks,-37.954188,145.052097,Fitness / Gymnasium Workouts,Fitness Routines
Crossfit Sandringham,-37.955577,145.041051,Fitness / Gymnasium Workouts,Fitness Routines
Curves Hampton,-37.930743,145.003427,Fitness / Gymnasium Workouts,Fitness Routines
F45,-37.904765,144.998553,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Southland,-37.961717,145.055608,Fitness / Gymnasium Workouts,Fitness Routines
Fit 4 Living,-37.897035,145.002133,Fitness / Gymnasium Workouts,Fitness Routines
Fit To Go,-37.950318,145.059633,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First Bayside,-37.954689,145.031245,Fitness / Gymnasium Workouts,Fitness Routines
Fitness First Brighton,-37.909073,145.012179,Fitness / Gymnasium Workouts,Fitness Routines
One Fitness,-37.905149,144.999266,Fitness / Gymnasium Workouts,Fitness Routines
ASM Fitness,-36.7525,144.318,Fitness / Gymnasium Workouts,Fitness Routines
Body Renovations,-36.7755,144.2715,Fitness / Gymnasium Workouts,Fitness Routines
Contours Benidgo,-36.762996,144.2835,Fitness / Gymnasium Workouts,Fitness Routines
Feelgood Fitness Golden Square,-36.779,144.251028,Fitness / Gymnasium Workouts,Fitness Routines
Feelgood Fitness Strathdale,-36.772,144.306,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Bendigo,-36.761042,144.278671,Fitness / Gymnasium Workouts,Fitness Routines
Kangaroo Flat Leisure Centre,-36.79,144.2425,Fitness / Gymnasium Workouts,Fitness Routines
Lifestyle Fitness,-36.7605,144.279,Fitness / Gymnasium Workouts,Fitness Routines
Peter Krenz Leisure Centre YMCA,-36.715511,144.254708,Fitness / Gymnasium Workouts,Fitness Routines
Rockhard Training / Kettlebells,-36.7515,144.2845,Fitness / Gymnasium Workouts,Fitness Routines
Body World Camberwell,-37.825034,145.05745,Fitness / Gymnasium Workouts,Fitness Routines
Complete Mind & Body,-37.791733,145.094619,Fitness / Gymnasium Workouts,Fitness Routines
Curves  Ashburton,-37.863358,145.081475,Fitness / Gymnasium Workouts,Fitness Routines
Curves Camberwell,-37.831625,145.058105,Fitness / Gymnasium Workouts,Fitness Routines
Grace Park Tennis,-37.82028,145.029343,Fitness / Gymnasium Workouts,Fitness Routines
Inspire Fitness for Wellbeing,-37.790861,145.095296,Fitness / Gymnasium Workouts,Fitness Routines
Tai-Chi with Tibor,-37.840895,145.094421,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Keilor Downs,-37.72728,144.806626,Fitness / Gymnasium Workouts,Fitness Routines
Brimbank Sports Centre,-37.747165,144.80018,Fitness / Gymnasium Workouts,Fitness Routines
Calder Rise Neighbourhood Park,-37.716252,144.822803,Fitness / Gymnasium Workouts,Fitness Routines
Callaway Boulevard,-37.794036,144.793226,Fitness / Gymnasium Workouts,Fitness Routines
Callaway Bvd/Mekong Cl Reserve,-37.794452,144.797887,Fitness / Gymnasium Workouts,Fitness Routines
Capesthorne Drive Reserve,-37.794022,144.761098,Fitness / Gymnasium Workouts,Fitness Routines
Duke Street Reserve,-37.772136,144.849261,Fitness / Gymnasium Workouts,Fitness Routines
Fenix Fitness Taylors Lakes,-37.700147,144.774151,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Gym,-37.695334,144.767025,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Women's Health Clubs,-37.70207,144.883845,Fitness / Gymnasium Workouts,Fitness Routines
Focus Health & Fitness,-37.700289,144.884997,Fitness / Gymnasium Workouts,Fitness Routines
Goodlife Health Clubs Taylors Lakes,-37.700632,144.774459,Fitness / Gymnasium Workouts,Fitness Routines
Health Club 101,-37.744148,144.796567,Fitness / Gymnasium Workouts,Fitness Routines
Holmewood Avenue Park,-37.77881,144.757968,Fitness / Gymnasium Workouts,Fitness Routines
Isabella Williams Reserve,-37.751546,144.758205,Fitness / Gymnasium Workouts,Fitness Routines
Kaye's Unique Toning,-37.707826,144.789464,Fitness / Gymnasium Workouts,Fitness Routines
Kieser Training,-37.695258,144.767008,Fitness / Gymnasium Workouts,Fitness Routines
Kore Wellness & Swim School,-37.701702,144.79779,Fitness / Gymnasium Workouts,Fitness Routines
Platinum Health & Pilates,-37.780525,144.827799,Fitness / Gymnasium Workouts,Fitness Routines
Run With Me Fitness Club Sunshine West,-37.79186,144.789894,Fitness / Gymnasium Workouts,Fitness Routines
Samurai Karate Sunshine,-37.787273,144.833454,Fitness / Gymnasium Workouts,Fitness Routines
St Albans Campus Fitness Centre,-37.752777,144.798147,Fitness / Gymnasium Workouts,Fitness Routines
St Albans Leisure Centre,-37.728203,144.804954,Fitness / Gymnasium Workouts,Fitness Routines
Sunshine Swim & Leisure Centre,-37.784577,144.835023,Fitness / Gymnasium Workouts,Fitness Routines
The Lakes Health & Fitness Centre,-37.703161,144.80096,Fitness / Gymnasium Workouts,Fitness Routines
World Gym Sunshine,-37.779588,144.828995,Fitness / Gymnasium Workouts,Fitness Routines
Xplode 24 Hr Gym,-37.805148,144.817151,Fitness / Gymnasium Workouts,Fitness Routines
Birchip Indoor Sports Stadium,-35.984186,142.909021,Fitness / Gymnasium Workouts,Fitness Routines
Wycheproof Indoor Sports Stadium,-36.075601,143.228685,Fitness / Gymnasium Workouts,Fitness Routines
Echuca War Memorial Aquatic Centre,-36.13903,144.751304,Fitness / Gymnasium Workouts,Fitness Routines
Y Central Health & Fitness Studio,-36.127233,144.748909,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Pakenham,-38.076979,145.483098,Fitness / Gymnasium Workouts,Fitness Routines
Jetts Pakenham,-38.061301,145.457652,Fitness / Gymnasium Workouts,Fitness Routines
4 U Body Fitness,-38.108347,145.284425,Fitness / Gymnasium Workouts,Fitness Routines
Aspire Health,-38.032332,145.346059,Fitness / Gymnasium Workouts,Fitness Routines
Beach House Health & Fitness Narre Warren,-38.021954,145.302476,Fitness / Gymnasium Workouts,Fitness Routines
Casey Aquatic & Recreation Centre,-38.020735,145.300945,Fitness / Gymnasium Workouts,Fitness Routines
Contours Endeavour Hills,-37.976437,145.276448,Fitness / Gymnasium Workouts,Fitness Routines
Cranbourne Indoor Pool,-38.115664,145.278354,Fitness / Gymnasium Workouts,Fitness Routines
CrossFit Narre Warren,-38.019928,145.291028,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood Women's Health Clubs,-38.02635,145.313186,Fitness / Gymnasium Workouts,Fitness Routines
Fit Gym ,-38.056175,145.346867,Fitness / Gymnasium Workouts,Fitness Routines
Freeway Sports,-38.002875,145.249954,Fitness / Gymnasium Workouts,Fitness Routines
Blue Water Fitness Centre ,-38.35032,143.588796,Fitness / Gymnasium Workouts,Fitness Routines
Colac Squash & Fitness Centre,-38.3385,143.5915,Fitness / Gymnasium Workouts,Fitness Routines
Curves Colac,-38.338,143.5775,Fitness / Gymnasium Workouts,Fitness Routines
Alphonsa Fitness Centre & Jym,-37.949303,145.152029,Fitness / Gymnasium Workouts,Fitness Routines
Dandenong Oasis,-37.971368,145.217754,Fitness / Gymnasium Workouts,Fitness Routines
Dandenong Squash & Leisure,-37.986158,145.206508,Fitness / Gymnasium Workouts,Fitness Routines
Doherty's 24 Hour Gym Dandenong,-37.989265,145.203498,Fitness / Gymnasium Workouts,Fitness Routines
Noble Park Aquatic Centre,-37.964727,145.174049,Fitness / Gymnasium Workouts,Fitness Routines
Sandown Indoor Tennis & Sports Centre,-37.941992,145.168696,Fitness / Gymnasium Workouts,Fitness Routines
Bairnsdale Aquatic & Recreation Centre,-37.826549,147.604779,Fitness / Gymnasium Workouts,Fitness Routines
Curves Bairnsdale,-37.826005,147.632559,Fitness / Gymnasium Workouts,Fitness Routines
Lakes Aquadome,-37.86699,148.005838,Fitness / Gymnasium Workouts,Fitness Routines
Totally Pumped Group fitness Studio,-37.826798,147.631458,Fitness / Gymnasium Workouts,Fitness Routines
Totally pumped health and Fitness,-37.834674,147.59968,Fitness / Gymnasium Workouts,Fitness Routines
Beach House Health & Fitness Frankston,-38.141714,145.120857,Fitness / Gymnasium Workouts,Fitness Routines
Beachside Fitness Centre Seaford,-38.100956,145.143005,Fitness / Gymnasium Workouts,Fitness Routines
Contours Langwarrin,-38.146357,145.173758,Fitness / Gymnasium Workouts,Fitness Routines
Core Health Club,-38.164002,145.137511,Fitness / Gymnasium Workouts,Fitness Routines
Curves Frankston,-38.146794,145.123932,Fitness / Gymnasium Workouts,Fitness Routines
Deeki Body Tone,-38.183816,145.141077,Fitness / Gymnasium Workouts,Fitness Routines
Energym Health & Fitness,-38.129461,145.129853,Fitness / Gymnasium Workouts,Fitness Routines
Goodlife Karingal,-38.151257,145.16653,Fitness / Gymnasium Workouts,Fitness Routines
Monash University,-38.15244,145.136785,Fitness / Gymnasium Workouts,Fitness Routines
Snap Fitness Frankston,-38.140634,145.124849,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Bell,-38.089272,144.336603,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Bell Post Hill,-38.089171,144.33644,Fitness / Gymnasium Workouts,Fitness Routines
Anytime Fitness Grovedale,-38.198895,144.347232,Fitness / Gymnasium Workouts,Fitness Routines
Barwon Bliss Mind Body Fit,-38.267798,144.494023,Fitness / Gymnasium Workouts,Fitness Routines
Barwon Heads Boxing and Fitness,-38.279033,144.492677,Fitness / Gymnasium Workouts,Fitness Routines
Bellarine Aquatic and Fitness Centre,-38.258951,144.540321,Fitness / Gymnasium Workouts,Fitness Routines
C-Change Training Studio,-38.275281,144.488127,Fitness / Gymnasium Workouts,Fitness Routines
Club Exec,-38.145845,144.360105,Fitness / Gymnasium Workouts,Fitness Routines
Club Exec Geelong,-38.14589,144.360358,Fitness / Gymnasium Workouts,Fitness Routines
Contours East Geelong,-38.169724,144.392123,Fitness / Gymnasium Workouts,Fitness Routines
Contours Geelong West,-38.137396,144.336665,Fitness / Gymnasium Workouts,Fitness Routines
Contours Ocean Grove,-38.267656,144.524869,Fitness / Gymnasium Workouts,Fitness Routines
Corio Bay Sports Medicine Centre,-38.150941,144.352416,Fitness / Gymnasium Workouts,Fitness Routines
Crossfit Geelong,-38.159863,144.339529,Fitness / Gymnasium Workouts,Fitness Routines
Curves Drysdale,-38.171824,144.570523,Fitness / Gymnasium Workouts,Fitness Routines
Curves Lara,-38.026417,144.429108,Fitness / Gymnasium Workouts,Fitness Routines
Fernwood - Waurn Ponds,-38.202614,144.312227,Fitness / Gymnasium Workouts,Fitness Routines
Figures,-38.14792,144.355289,Fitness / Gymnasium Workouts,Fitness Routines
Goodlife Geelong,-38.187381,144.328835,Fitness / Gymnasium Workouts,Fitness Routines
Leisurelink aquatic and recreation centre,-38.196714,144.317583,Fitness / Gymnasium Workouts,Fitness Routines
Main Event Fitness,-38.144065,144.352468,Fitness / Gymnasium Workouts,Fitness Routines
Snap Fitness Waurn Ponds,-38.202495,144.311533,Fitness / Gymnasium Workouts,Fitness Routines
Splash Down,-38.179685,144.403662,Fitness / Gymnasium Workouts,Fitness Routines
Water World,-38.085722,144.356288,Fitness / Gymnasium Workouts,Fitness Routines
6 Degrees South Health & Fitness,-37.883737,144.997702,Fitness / Gymnasium Workouts,Fitness Routines
Australian Fitness Academy,-37.885953,145.018846,Fitness / Gymnasium Workouts,Fitness Routines
Bentleigh Fitness Centre,-37.90937,145.063423,Fitness / Gymnasium Workouts,Fitness Routines
Caulfield Recreation Centre,-37.893716,145.021619,Fitness / Gymnasium Workouts,Fitness Routines
CrossFit Carnegie,-37.88929,145.056231,Fitness / Gymnasium Workouts,Fitness Routines
EFM Health & Fitness Club,-37.883686,145.015446,Fitness / Gymnasium Workouts,Fitness Routines
Gecko Kids Fitness Caulfield,-37.893154,145.021404,Fitness / Gymnasium Workouts,Fitness Routines
Genesis Caulfield,-37.878426,145.023835,Fitness / Gymnasium Workouts,Fitness Routines
Sage Institute of Fitness,-37.883879,144.999084,Fitness / Gymnasium Workouts,Fitness Routines
